Provincia,Partido,Localidad,Tecnologia,Accesos
BUENOS AIRES,Cañuelas,Cañuelas,ADSL,909.0
BUENOS AIRES,Cañuelas,Cañuelas,CABLEMODEM,4.963
BUENOS AIRES,Cañuelas,Cañuelas,DIAL UP,30.0
BUENOS AIRES,Cañuelas,Cañuelas,FIBRA OPTICA,2.42
BUENOS AIRES,Cañuelas,Cañuelas,SATELITAL,1.0
BUENOS AIRES,Cañuelas,Cañuelas,WIRELESS,526.0
BUENOS AIRES,Cañuelas,Gobernador Udaondo,FIBRA OPTICA,1.0
BUENOS AIRES,Cañuelas,Gobernador Udaondo,WIRELESS,20.0
BUENOS AIRES,Cañuelas,Máximo Paz,CABLEMODEM,2.009
BUENOS AIRES,Cañuelas,Máximo Paz,FIBRA OPTICA,1.0
BUENOS AIRES,Cañuelas,Máximo Paz,WIRELESS,270.0
BUENOS AIRES,Cañuelas,Santa Rosa,SATELITAL,2.0
BUENOS AIRES,Cañuelas,Santa Rosa,WIRELESS,233.0
BUENOS AIRES,Cañuelas,Uribelarrea,ADSL,63.0
BUENOS AIRES,Cañuelas,Uribelarrea,FIBRA OPTICA,780.0
BUENOS AIRES,Cañuelas,Uribelarrea,WIRELESS,136.0
BUENOS AIRES,Cañuelas,Vicente Casares,ADSL,175.0
BUENOS AIRES,Cañuelas,Vicente Casares,DIAL UP,2.0
BUENOS AIRES,Cañuelas,Vicente Casares,WIRELESS,25.0
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,ADSL,144.0
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,CABLEMODEM,4.215
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,FIBRA OPTICA,131.0
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,WIRELESS,89.0
BUENOS AIRES,Capitán Sarmiento,La Luisa,WIRELESS,44.0
BUENOS AIRES,Carlos Casares,Bellocq,DIAL UP,1.0
BUENOS AIRES,Carlos Casares,Cadret,OTROS,1.0
BUENOS AIRES,Carlos Casares,Cadret,WIRELESS,48.0
BUENOS AIRES,Carlos Casares,Carlos Casares,ADSL,1.167
BUENOS AIRES,Carlos Casares,Carlos Casares,CABLEMODEM,3.0
BUENOS AIRES,Carlos Casares,Carlos Casares,DIAL UP,7.0
BUENOS AIRES,Carlos Casares,Carlos Casares,FIBRA OPTICA,3.193
BUENOS AIRES,Carlos Casares,Carlos Casares,WIRELESS,2.461
BUENOS AIRES,Carlos Casares,La Sofía,WIRELESS,1.0
BUENOS AIRES,Carlos Casares,Mauricio Hirsch,WIRELESS,47.0
BUENOS AIRES,Carlos Casares,Moctezuma,WIRELESS,161.0
BUENOS AIRES,Carlos Casares,Santo Tomás,WIRELESS,44.0
BUENOS AIRES,Carlos Casares,Smith,WIRELESS,190.0
BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,ADSL,12.0
BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,CABLEMODEM,1.263
BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,DIAL UP,1.0
BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,FIBRA OPTICA,68.0
BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,WIRELESS,499.0
BUENOS AIRES,Carlos Tejedor,Colonia Seré,FIBRA OPTICA,50.0
BUENOS AIRES,Carlos Tejedor,Colonia Seré,WIRELESS,77.0
BUENOS AIRES,Carlos Tejedor,Curarú,WIRELESS,16.0
BUENOS AIRES,Carlos Tejedor,Timote,WIRELESS,61.0
BUENOS AIRES,Carlos Tejedor,Tres Algarrobos  (Est. Cuenca),SATELITAL,1.0
BUENOS AIRES,Carlos Tejedor,Tres Algarrobos  (Est. Cuenca),WIRELESS,198.0
BUENOS AIRES,Carmen de Areco,Carmen de Areco,ADSL,322.0
BUENOS AIRES,Carmen de Areco,Carmen de Areco,CABLEMODEM,1.705
BUENOS AIRES,Carmen de Areco,Carmen de Areco,DIAL UP,5.0
BUENOS AIRES,Carmen de Areco,Carmen de Areco,FIBRA OPTICA,8.0
BUENOS AIRES,Carmen de Areco,Carmen de Areco,OTROS,1.0
BUENOS AIRES,Carmen de Areco,Carmen de Areco,WIRELESS,1.045
BUENOS AIRES,Carmen de Areco,Pueblo Gouin,WIRELESS,31.0
BUENOS AIRES,Carmen de Areco,Tres Sargentos,WIRELESS,107.0
BUENOS AIRES,Castelli,Castelli,ADSL,52.0
BUENOS AIRES,Castelli,Castelli,CABLEMODEM,1.109
BUENOS AIRES,Castelli,Castelli,FIBRA OPTICA,1.121
BUENOS AIRES,Castelli,Castelli,SATELITAL,2.0
BUENOS AIRES,Castelli,Castelli,WIRELESS,28.0
BUENOS AIRES,Castelli,Centro Guerrero,FIBRA OPTICA,46.0
BUENOS AIRES,Castelli,Centro Guerrero,WIRELESS,3.0
BUENOS AIRES,Castelli,Cerro De La Gloria,FIBRA OPTICA,7.0
BUENOS AIRES,Chacabuco,Castilla,WIRELESS,274.0
BUENOS AIRES,Chacabuco,Chacabuco,ADSL,1.334
BUENOS AIRES,Chacabuco,Chacabuco,CABLEMODEM,10.031
BUENOS AIRES,Chacabuco,Chacabuco,DIAL UP,15.0
BUENOS AIRES,Chacabuco,Chacabuco,FIBRA OPTICA,1.926
BUENOS AIRES,Chacabuco,Chacabuco,WIRELESS,130.0
BUENOS AIRES,Chacabuco,O'Higgins,ADSL,260.0
BUENOS AIRES,Chacabuco,O'Higgins,FIBRA OPTICA,220.0
BUENOS AIRES,Chacabuco,O'Higgins,WIRELESS,12.0
BUENOS AIRES,Chacabuco,Rawson,ADSL,50.0
BUENOS AIRES,Chacabuco,Rawson,FIBRA OPTICA,454.0
BUENOS AIRES,Chacabuco,Rawson,OTROS,1.0
BUENOS AIRES,Chacabuco,Rawson,WIRELESS,125.0
BUENOS AIRES,Chascomús,Barrio San Cayetano,FIBRA OPTICA,132.0
BUENOS AIRES,Chascomús,Chascomús,ADSL,1.847
BUENOS AIRES,Chascomús,Chascomús,CABLEMODEM,7.983
BUENOS AIRES,Chascomús,Chascomús,DIAL UP,79.0
BUENOS AIRES,Chascomús,Chascomús,FIBRA OPTICA,1.167
BUENOS AIRES,Chascomús,Chascomús,SATELITAL,1.0
BUENOS AIRES,Chascomús,Manuel J. Cobo  (Est. Lezama),ADSL,98.0
BUENOS AIRES,Chascomús,Manuel J. Cobo  (Est. Lezama),CABLEMODEM,2.0
BUENOS AIRES,Chascomús,Manuel J. Cobo  (Est. Lezama),FIBRA OPTICA,2.0
BUENOS AIRES,Chascomús,Manuel J. Cobo  (Est. Lezama),WIMAX,444.0
BUENOS AIRES,Chivilcoy,Benitez,WIRELESS,19.0
BUENOS AIRES,Chivilcoy,Chivilcoy,ADSL,2.031
BUENOS AIRES,Chivilcoy,Chivilcoy,CABLEMODEM,8.973
BUENOS AIRES,Chivilcoy,Chivilcoy,DIAL UP,117.0
BUENOS AIRES,Chivilcoy,Chivilcoy,FIBRA OPTICA,4.172
BUENOS AIRES,Chivilcoy,Chivilcoy,SATELITAL,1.0
BUENOS AIRES,Chivilcoy,Chivilcoy,WIRELESS,5.53
BUENOS AIRES,Chivilcoy,Emilio Ayarza,WIRELESS,5.0
BUENOS AIRES,Chivilcoy,Gorostiaga,ADSL,55.0
BUENOS AIRES,Chivilcoy,Gorostiaga,WIRELESS,2.0
BUENOS AIRES,Chivilcoy,La Rica,ADSL,39.0
BUENOS AIRES,Chivilcoy,La Rica,OTROS,2.0
BUENOS AIRES,Chivilcoy,La Rica,WIRELESS,97.0
BUENOS AIRES,Chivilcoy,Moquehuá,CABLEMODEM,338.0
BUENOS AIRES,Chivilcoy,Moquehuá,FIBRA OPTICA,563.0
BUENOS AIRES,Chivilcoy,Moquehuá,WIRELESS,30.0
BUENOS AIRES,Chivilcoy,Ramón Biaus,ADSL,3.0
BUENOS AIRES,Chivilcoy,Ramón Biaus,WIRELESS,77.0
BUENOS AIRES,Chivilcoy,San Sebastián,ADSL,3.0
BUENOS AIRES,Chivilcoy,San Sebastián,WIRELESS,49.0
BUENOS AIRES,Colón,Colón,ADSL,4.051
BUENOS AIRES,Colón,Colón,CABLEMODEM,1.805
BUENOS AIRES,Colón,Colón,FIBRA OPTICA,5.173
BUENOS AIRES,Colón,Colón,WIRELESS,20.0
BUENOS AIRES,Colón,Sarasa,WIRELESS,14.0
BUENOS AIRES,Coronel de Marina L. Rosales,Bajo Hondo,FIBRA OPTICA,25.0
BUENOS AIRES,Coronel de Marina L. Rosales,Bajo Hondo,WIRELESS,53.0
BUENOS AIRES,Coronel de Marina L. Rosales,Balneario Pehuen Co,SATELITAL,1.0
BUENOS AIRES,Coronel de Marina L. Rosales,Pago Chico,WIRELESS,42.0
BUENOS AIRES,Coronel de Marina L. Rosales,Punta Alta  (Est Almirante Solier),ADSL,634.0
BUENOS AIRES,Coronel de Marina L. Rosales,Punta Alta  (Est Almirante Solier),CABLEMODEM,21.374
BUENOS AIRES,Coronel de Marina L. Rosales,Punta Alta  (Est Almirante Solier),DIAL UP,47.0
BUENOS AIRES,Coronel de Marina L. Rosales,Punta Alta  (Est Almirante Solier),FIBRA OPTICA,11.0
BUENOS AIRES,Coronel de Marina L. Rosales,Punta Alta  (Est Almirante Solier),SATELITAL,6.0
BUENOS AIRES,Coronel de Marina L. Rosales,Villa del Mar,FIBRA OPTICA,101.0
BUENOS AIRES,Coronel de Marina L. Rosales,Villa General Arias  (Est. Kilómetro 638),FIBRA OPTICA,165.0
BUENOS AIRES,Coronel Dorrego,Balneario Marisol,FIBRA OPTICA,402.0
BUENOS AIRES,Coronel Dorrego,Coronel Dorrego,ADSL,204.0
BUENOS AIRES,Coronel Dorrego,Coronel Dorrego,CABLEMODEM,1.428
BUENOS AIRES,Coronel Dorrego,Coronel Dorrego,DIAL UP,3.0
BUENOS AIRES,Coronel Dorrego,Coronel Dorrego,FIBRA OPTICA,9.0
BUENOS AIRES,Coronel Dorrego,Coronel Dorrego,WIRELESS,32.0
BUENOS AIRES,Coronel Dorrego,El Perdido  (Est. José A. Guisasola),FIBRA OPTICA,32.0
BUENOS AIRES,Coronel Dorrego,El Perdido  (Est. José A. Guisasola),WIRELESS,5.0
BUENOS AIRES,Coronel Dorrego,Oriente,FIBRA OPTICA,607.0
BUENOS AIRES,Coronel Dorrego,Oriente,WIRELESS,48.0
BUENOS AIRES,Coronel Pringles,Coronel Pringles  (Est. Pringles),ADSL,555.0
BUENOS AIRES,Coronel Pringles,Coronel Pringles  (Est. Pringles),CABLEMODEM,2.056
BUENOS AIRES,Coronel Pringles,Coronel Pringles  (Est. Pringles),DIAL UP,3.0
BUENOS AIRES,Coronel Pringles,Coronel Pringles  (Est. Pringles),FIBRA OPTICA,5.0
BUENOS AIRES,Coronel Pringles,Coronel Pringles  (Est. Pringles),WIRELESS,171.0
BUENOS AIRES,Coronel Pringles,Indio Rico,DIAL UP,1.0
BUENOS AIRES,Coronel Pringles,Indio Rico,FIBRA OPTICA,24.0
BUENOS AIRES,Coronel Pringles,Indio Rico,WIRELESS,3.0
BUENOS AIRES,Coronel Suárez,Coronel Suárez,ADSL,691.0
BUENOS AIRES,Coronel Suárez,Coronel Suárez,CABLEMODEM,3.097
BUENOS AIRES,Coronel Suárez,Coronel Suárez,DIAL UP,84.0
BUENOS AIRES,Coronel Suárez,Coronel Suárez,FIBRA OPTICA,1.612
BUENOS AIRES,Coronel Suárez,Coronel Suárez,WIRELESS,785.0
BUENOS AIRES,Coronel Suárez,Huanguelén,DIAL UP,1.0
BUENOS AIRES,Coronel Suárez,Huanguelén,FIBRA OPTICA,1.63
BUENOS AIRES,Coronel Suárez,Huanguelén,WIRELESS,536.0
BUENOS AIRES,Coronel Suárez,Pasman,WIRELESS,71.0
BUENOS AIRES,Coronel Suárez,San José,CABLEMODEM,70.0
BUENOS AIRES,Coronel Suárez,San José,FIBRA OPTICA,795.0
BUENOS AIRES,Coronel Suárez,Santa María,CABLEMODEM,29.0
BUENOS AIRES,Coronel Suárez,Santa María,FIBRA OPTICA,515.0
BUENOS AIRES,Coronel Suárez,Santa Trinidad,CABLEMODEM,84.0
BUENOS AIRES,Coronel Suárez,Santa Trinidad,FIBRA OPTICA,648.0
BUENOS AIRES,Coronel Suárez,Villa La Arcadia,CABLEMODEM,104.0
BUENOS AIRES,Coronel Suárez,Villa La Arcadia,FIBRA OPTICA,127.0
BUENOS AIRES,Daireaux,Daireaux,ADSL,226.0
BUENOS AIRES,Daireaux,Daireaux,OTROS,194.0
BUENOS AIRES,Daireaux,Daireaux,SATELITAL,50.0
BUENOS AIRES,Daireaux,Daireaux,WIRELESS,339.0
BUENOS AIRES,Daireaux,Salazar,WIRELESS,79.0
BUENOS AIRES,Dolores,Dolores,ADSL,1.045
BUENOS AIRES,Dolores,Dolores,CABLEMODEM,11.056
BUENOS AIRES,Dolores,Dolores,DIAL UP,1.0
BUENOS AIRES,Dolores,Dolores,FIBRA OPTICA,531.0
BUENOS AIRES,Dolores,Dolores,WIMAX,325.0
BUENOS AIRES,Dolores,Sevigne,WIRELESS,1.0
BUENOS AIRES,Ensenada,Ensenada,ADSL,1.196
BUENOS AIRES,Ensenada,Ensenada,CABLEMODEM,11.851
BUENOS AIRES,Ensenada,Ensenada,DIAL UP,16.0
BUENOS AIRES,Ensenada,Ensenada,FIBRA OPTICA,2.926
BUENOS AIRES,Ensenada,Ensenada,OTROS,6.0
BUENOS AIRES,Ensenada,Ensenada,WIRELESS,2.092
BUENOS AIRES,Ensenada,Villa Catela,WIRELESS,7.0
BUENOS AIRES,Escobar,Belen de Escobar,ADSL,1.195
BUENOS AIRES,Escobar,Belen de Escobar,CABLEMODEM,16.534
BUENOS AIRES,Escobar,Belen de Escobar,DIAL UP,21.0
BUENOS AIRES,Escobar,Belen de Escobar,FIBRA OPTICA,12.887
BUENOS AIRES,Escobar,Belen de Escobar,OTROS,382.0
BUENOS AIRES,Escobar,Belen de Escobar,SATELITAL,1.0
BUENOS AIRES,Escobar,Belen de Escobar,WIRELESS,99.0
BUENOS AIRES,Escobar,El Cazador,CABLEMODEM,942.0
BUENOS AIRES,Escobar,El Cazador,FIBRA OPTICA,2.588
BUENOS AIRES,Escobar,Garín,ADSL,3.361
BUENOS AIRES,Escobar,Garín,CABLEMODEM,9.904
BUENOS AIRES,Escobar,Garín,DIAL UP,3.0
BUENOS AIRES,Escobar,Garín,FIBRA OPTICA,5.017
BUENOS AIRES,Escobar,Garín,OTROS,2.0
BUENOS AIRES,Escobar,Garín,SATELITAL,1.0
BUENOS AIRES,Escobar,Garín,WIRELESS,11.0
BUENOS AIRES,Escobar,Ingeniero Maschwitz,ADSL,264.0
BUENOS AIRES,Escobar,Ingeniero Maschwitz,CABLEMODEM,4.162
BUENOS AIRES,Escobar,Ingeniero Maschwitz,DIAL UP,3.0
BUENOS AIRES,Escobar,Ingeniero Maschwitz,FIBRA OPTICA,4.379
BUENOS AIRES,Escobar,Ingeniero Maschwitz,OTROS,1.0
BUENOS AIRES,Escobar,Ingeniero Maschwitz,WIRELESS,300.0
BUENOS AIRES,Escobar,Loma Verde,FIBRA OPTICA,1.39
BUENOS AIRES,Escobar,Maquinista F. Savio (este),ADSL,154.0
BUENOS AIRES,Escobar,Maquinista F. Savio (este),CABLEMODEM,5.151
BUENOS AIRES,Escobar,Maquinista F. Savio (este),FIBRA OPTICA,172.0
BUENOS AIRES,Escobar,Maquinista F. Savio (este),OTROS,2.0
BUENOS AIRES,Escobar,Maquinista F. Savio (este),WIRELESS,14.0
BUENOS AIRES,Escobar,Matheu,ADSL,668.0
BUENOS AIRES,Escobar,Matheu,CABLEMODEM,2.652
BUENOS AIRES,Escobar,Matheu,DIAL UP,2.0
BUENOS AIRES,Escobar,Matheu,FIBRA OPTICA,77.0
BUENOS AIRES,Escobar,Matheu,OTROS,3.0
BUENOS AIRES,Escobar,Matheu,SATELITAL,1.0
BUENOS AIRES,Escobar,Matheu,WIRELESS,58.0
BUENOS AIRES,Esteban Echeverría,9 De Abril,ADSL,54.0
BUENOS AIRES,Esteban Echeverría,9 De Abril,CABLEMODEM,6.784
BUENOS AIRES,Esteban Echeverría,9 De Abril,DIAL UP,6.0
BUENOS AIRES,Esteban Echeverría,9 De Abril,FIBRA OPTICA,12.0
BUENOS AIRES,Esteban Echeverría,9 De Abril,OTROS,1.0
BUENOS AIRES,Esteban Echeverría,9 De Abril,WIRELESS,153.0
BUENOS AIRES,Esteban Echeverría,Canning,ADSL,2.0
BUENOS AIRES,Esteban Echeverría,Canning,CABLEMODEM,4.092
BUENOS AIRES,Esteban Echeverría,Canning,FIBRA OPTICA,1.173
BUENOS AIRES,Esteban Echeverría,Canning,OTROS,1.0
BUENOS AIRES,Esteban Echeverría,Canning,WIRELESS,60.0
BUENOS AIRES,Esteban Echeverría,El Jagüel,CABLEMODEM,5.382
BUENOS AIRES,Esteban Echeverría,El Jagüel,FIBRA OPTICA,4.0
BUENOS AIRES,Esteban Echeverría,El Jagüel,OTROS,2.0
BUENOS AIRES,Esteban Echeverría,El Jagüel,SATELITAL,1.0
BUENOS AIRES,Esteban Echeverría,El Jagüel,WIRELESS,89.0
BUENOS AIRES,Esteban Echeverría,Luis Guillón,ADSL,3.0
BUENOS AIRES,Esteban Echeverría,Luis Guillón,CABLEMODEM,7.329
BUENOS AIRES,Esteban Echeverría,Luis Guillón,DIAL UP,2.0
BUENOS AIRES,Esteban Echeverría,Luis Guillón,FIBRA OPTICA,1.809
BUENOS AIRES,Esteban Echeverría,Luis Guillón,OTROS,1.0
BUENOS AIRES,Esteban Echeverría,Luis Guillón,WIRELESS,77.0
BUENOS AIRES,Esteban Echeverría,Monte Grande,ADSL,60.0
BUENOS AIRES,Esteban Echeverría,Monte Grande,CABLEMODEM,26.259
BUENOS AIRES,Esteban Echeverría,Monte Grande,DIAL UP,57.0
BUENOS AIRES,Esteban Echeverría,Monte Grande,FIBRA OPTICA,28.464
BUENOS AIRES,Esteban Echeverría,Monte Grande,OTROS,9.0
BUENOS AIRES,Esteban Echeverría,Monte Grande,SATELITAL,3.0
BUENOS AIRES,Esteban Echeverría,Monte Grande,WIRELESS,662.0
BUENOS AIRES,Esteban Echeverría,Zona Aeropuerto Internacional Ezeiza,ADSL,2.0
BUENOS AIRES,Esteban Echeverría,Zona Aeropuerto Internacional Ezeiza,WIRELESS,341.0
BUENOS AIRES,Exaltación de la Cruz,Arroyo de la Cruz,WIRELESS,164.0
BUENOS AIRES,Exaltación de la Cruz,Capilla del Señor  (Est. Capilla),ADSL,294.0
BUENOS AIRES,Exaltación de la Cruz,Capilla del Señor  (Est. Capilla),DIAL UP,5.0
BUENOS AIRES,Exaltación de la Cruz,Capilla del Señor  (Est. Capilla),FIBRA OPTICA,100.0
BUENOS AIRES,Exaltación de la Cruz,El Remanso,ADSL,397.0
BUENOS AIRES,Exaltación de la Cruz,El Remanso,FIBRA OPTICA,335.0
BUENOS AIRES,Exaltación de la Cruz,El Remanso,WIRELESS,43.0
BUENOS AIRES,Exaltación de la Cruz,Los Cardales,CABLEMODEM,7.649
BUENOS AIRES,Exaltación de la Cruz,Los Cardales,DIAL UP,2.0
BUENOS AIRES,Exaltación de la Cruz,Los Cardales,FIBRA OPTICA,146.0
BUENOS AIRES,Exaltación de la Cruz,Los Cardales,SATELITAL,2.0
BUENOS AIRES,Exaltación de la Cruz,Los Cardales,WIRELESS,31.0
BUENOS AIRES,Exaltación de la Cruz,Parada Orlando,WIRELESS,5.0
BUENOS AIRES,Exaltación de la Cruz,Parada Robles - Pavón,ADSL,1.14
BUENOS AIRES,Exaltación de la Cruz,Parada Robles - Pavón,FIBRA OPTICA,1.917
BUENOS AIRES,Exaltación de la Cruz,Parada Robles - Pavón,WIRELESS,164.0
BUENOS AIRES,Ezeiza,Aeropuerto Internacional Ezeiza,ADSL,169.0
BUENOS AIRES,Ezeiza,Aeropuerto Internacional Ezeiza,DIAL UP,2.0
BUENOS AIRES,Ezeiza,Aeropuerto Internacional Ezeiza,FIBRA OPTICA,7.0
BUENOS AIRES,Ezeiza,Aeropuerto Internacional Ezeiza,SATELITAL,1.0
BUENOS AIRES,Ezeiza,Canning,ADSL,58.0
BUENOS AIRES,Ezeiza,Canning,CABLEMODEM,1.921
BUENOS AIRES,Ezeiza,Canning,DIAL UP,1.0
BUENOS AIRES,Ezeiza,Canning,FIBRA OPTICA,1.253
BUENOS AIRES,Ezeiza,Canning,OTROS,1.0
BUENOS AIRES,Ezeiza,Canning,WIRELESS,79.0
BUENOS AIRES,Ezeiza,Carlos Spegazzini,ADSL,23.0
BUENOS AIRES,Ezeiza,Carlos Spegazzini,CABLEMODEM,4.104
BUENOS AIRES,Ezeiza,Carlos Spegazzini,DIAL UP,2.0
BUENOS AIRES,Ezeiza,Carlos Spegazzini,FIBRA OPTICA,1.979
BUENOS AIRES,Ezeiza,Carlos Spegazzini,SATELITAL,1.0
BUENOS AIRES,Ezeiza,Carlos Spegazzini,WIRELESS,2.0
BUENOS AIRES,Ezeiza,José Maria Ezeiza,ADSL,38.0
BUENOS AIRES,Ezeiza,José Maria Ezeiza,CABLEMODEM,12.201
BUENOS AIRES,Ezeiza,José Maria Ezeiza,DIAL UP,13.0
BUENOS AIRES,Ezeiza,José Maria Ezeiza,FIBRA OPTICA,13.653
BUENOS AIRES,Ezeiza,José Maria Ezeiza,SATELITAL,2.0
BUENOS AIRES,Ezeiza,José Maria Ezeiza,WIRELESS,91.0
BUENOS AIRES,Ezeiza,La Unión,CABLEMODEM,7.955
BUENOS AIRES,Ezeiza,La Unión,DIAL UP,1.0
BUENOS AIRES,Ezeiza,La Unión,FIBRA OPTICA,836.0
BUENOS AIRES,Ezeiza,La Unión,SATELITAL,2.0
BUENOS AIRES,Ezeiza,OTROS,ADSL,3.0
BUENOS AIRES,Ezeiza,OTROS,CABLEMODEM,1.0
BUENOS AIRES,Ezeiza,OTROS,FIBRA OPTICA,5.0
BUENOS AIRES,Ezeiza,Tristán Suarez,ADSL,34.0
BUENOS AIRES,Ezeiza,Tristán Suarez,CABLEMODEM,9.331
BUENOS AIRES,Ezeiza,Tristán Suarez,DIAL UP,5.0
BUENOS AIRES,Ezeiza,Tristán Suarez,FIBRA OPTICA,5.318
BUENOS AIRES,Ezeiza,Tristán Suarez,WIRELESS,3.0
BUENOS AIRES,Florencio Varela,Bosques,CABLEMODEM,6.276
BUENOS AIRES,Florencio Varela,Bosques,DIAL UP,3.0
BUENOS AIRES,Florencio Varela,Bosques,FIBRA OPTICA,6.987
BUENOS AIRES,Florencio Varela,Bosques,OTROS,13.0
BUENOS AIRES,Florencio Varela,Bosques,WIRELESS,266.0
BUENOS AIRES,Florencio Varela,Estanislao Severo Zeballos,ADSL,3.0
BUENOS AIRES,Florencio Varela,Estanislao Severo Zeballos,CABLEMODEM,2.015
BUENOS AIRES,Florencio Varela,Estanislao Severo Zeballos,DIAL UP,4.0
BUENOS AIRES,Florencio Varela,Estanislao Severo Zeballos,FIBRA OPTICA,4.625
BUENOS AIRES,Florencio Varela,Florencio Varela,ADSL,314.0
BUENOS AIRES,Florencio Varela,Florencio Varela,CABLEMODEM,14.429
BUENOS AIRES,Florencio Varela,Florencio Varela,DIAL UP,28.0
BUENOS AIRES,Florencio Varela,Florencio Varela,FIBRA OPTICA,32.824
BUENOS AIRES,Florencio Varela,Florencio Varela,OTROS,233.0
BUENOS AIRES,Florencio Varela,Florencio Varela,SATELITAL,2.0
BUENOS AIRES,Florencio Varela,Florencio Varela,WIRELESS,810.0
BUENOS AIRES,Florencio Varela,Gobernador Julio A. Costa,CABLEMODEM,6.218
BUENOS AIRES,Florencio Varela,Gobernador Julio A. Costa,DIAL UP,5.0
BUENOS AIRES,Florencio Varela,Gobernador Julio A. Costa,FIBRA OPTICA,3.227
BUENOS AIRES,Florencio Varela,Ingeniero Juan Allan,ADSL,424.0
BUENOS AIRES,Florencio Varela,Ingeniero Juan Allan,CABLEMODEM,5.278
BUENOS AIRES,Florencio Varela,Ingeniero Juan Allan,FIBRA OPTICA,2.162
BUENOS AIRES,Florencio Varela,Ingeniero Juan Allan,OTROS,3.0
BUENOS AIRES,Florencio Varela,La Capilla,FIBRA OPTICA,3.0
BUENOS AIRES,Florencio Varela,la rotonda,ADSL,30.0
BUENOS AIRES,Florencio Varela,la rotonda,FIBRA OPTICA,42.0
BUENOS AIRES,Florencio Varela,Villa Brown,CABLEMODEM,472.0
BUENOS AIRES,Florencio Varela,Villa Brown,FIBRA OPTICA,328.0
BUENOS AIRES,Florencio Varela,Villa San Luis,CABLEMODEM,776.0
BUENOS AIRES,Florencio Varela,Villa San Luis,FIBRA OPTICA,337.0
BUENOS AIRES,Florencio Varela,Villa Santa Rosa,ADSL,3.0
BUENOS AIRES,Florencio Varela,Villa Santa Rosa,CABLEMODEM,2.93
BUENOS AIRES,Florencio Varela,Villa Santa Rosa,DIAL UP,1.0
BUENOS AIRES,Florencio Varela,Villa Santa Rosa,FIBRA OPTICA,373.0
BUENOS AIRES,Florencio Varela,Villa Vatteone,ADSL,4.0
BUENOS AIRES,Florencio Varela,Villa Vatteone,CABLEMODEM,3.404
BUENOS AIRES,Florencio Varela,Villa Vatteone,FIBRA OPTICA,4.178
BUENOS AIRES,Florentino Ameghino,Blaquier,SATELITAL,1.0
BUENOS AIRES,Florentino Ameghino,Blaquier,WIRELESS,5.0
BUENOS AIRES,Florentino Ameghino,Florentino Ameghino,ADSL,40.0
BUENOS AIRES,Florentino Ameghino,Florentino Ameghino,FIBRA OPTICA,330.0
BUENOS AIRES,Florentino Ameghino,Porvenir,WIRELESS,2.0
BUENOS AIRES,General Alvarado,Centinela Del Mar,WIRELESS,1.0
BUENOS AIRES,General Alvarado,Comandante Nicanor Otamendi,DIAL UP,3.0
BUENOS AIRES,General Alvarado,Comandante Nicanor Otamendi,FIBRA OPTICA,930.0
BUENOS AIRES,General Alvarado,Comandante Nicanor Otamendi,SATELITAL,1.0
BUENOS AIRES,General Alvarado,Comandante Nicanor Otamendi,WIRELESS,32.0
BUENOS AIRES,General Alvarado,Mar del Sur,DIAL UP,1.0
BUENOS AIRES,General Alvarado,Mar del Sur,WIRELESS,142.0
BUENOS AIRES,General Alvarado,Mechongué,ADSL,256.0
BUENOS AIRES,General Alvarado,Mechongué,WIRELESS,3.0
BUENOS AIRES,General Alvarado,Miramar,ADSL,4.318
BUENOS AIRES,General Alvarado,Miramar,CABLEMODEM,1.73
BUENOS AIRES,General Alvarado,Miramar,DIAL UP,71.0
BUENOS AIRES,General Alvarado,Miramar,FIBRA OPTICA,3.529
BUENOS AIRES,General Alvarado,Miramar,OTROS,2.0
BUENOS AIRES,General Alvarado,Miramar,SATELITAL,2.0
BUENOS AIRES,General Alvarado,Miramar,WIRELESS,960.0
BUENOS AIRES,General Arenales,Arribeños,ADSL,218.0
BUENOS AIRES,General Arenales,Arribeños,CABLEMODEM,401.0
BUENOS AIRES,General Arenales,Arribeños,DIAL UP,1.0
BUENOS AIRES,General Arenales,Arribeños,FIBRA OPTICA,291.0
BUENOS AIRES,General Arenales,Arribeños,OTROS,16.0
BUENOS AIRES,General Arenales,Arribeños,WIRELESS,274.0
BUENOS AIRES,General Arenales,Ascensión,ADSL,1.2
BUENOS AIRES,General Arenales,Ascensión,CABLEMODEM,395.0
BUENOS AIRES,General Arenales,Ascensión,OTROS,250.0
BUENOS AIRES,General Arenales,Ascensión,WIRELESS,140.0
BUENOS AIRES,General Arenales,Ferré,CABLEMODEM,152.0
BUENOS AIRES,General Arenales,Ferré,FIBRA OPTICA,391.0
BUENOS AIRES,General Arenales,Ferré,WIRELESS,383.0
BUENOS AIRES,General Arenales,General Arenales,CABLEMODEM,863.0
BUENOS AIRES,General Arenales,General Arenales,DIAL UP,1.0
